,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
0,0.120243277642329,0.912620319789399,0.48220850088118,0.29480776152193,0.799817751013847,0.249742353822664,0.371585317488525,0.882274320500674,0.611518256938788,0.434804319121824
6856,0.302896789157137,0.945220871627486,0.545205771596765,0.290380706276934,0.962951269619069,0.877760563952416,0.697397046633089,0.451232509241206,0.0937372383904904,0.505162289781993
5461,0.55289586720902,0.276184379695193,0.626698780981788,0.37797234510642,0.142125539281547,0.417345798486767,0.847327862957767,0.603569194304165,0.519846455098695,0.818430306732704
536,0.850016974073547,0.149058430928946,0.832769876840702,0.0798611260484679,0.733641669049409,0.298322490627697,0.866440113118148,0.483106653933314,0.678987542275619,0.830812959130366
513,0.569384783863697,0.661715437300553,0.850188446344825,0.0480605196287615,0.976513204344472,0.916978578857333,0.616145310404182,0.44029911675218,0.131859816841327,0.337582670353807
1716,0.803860686233091,0.276526316483371,0.64302969324936,0.270190559090689,0.526071922555574,0.919457614465887,0.0342862252734679,0.933350503195352,0.313344179243064,0.354233061850623
708,0.296430372223348,0.281150184959454,0.856686551057533,0.170890358917791,0.141883750171343,0.77234255558885,0.3877109652776,0.618756166363433,0.933116558628511,0.234994133607396
120,0.584319698385801,0.299709937764622,0.0479158861733513,0.685617591569923,0.125532228410813,0.333491385586989,0.677407960381791,0.328159784054924,0.844258556560043,0.357262848730742
81,0.722034695124428,0.759296187441119,0.714135584792773,0.152087641265626,0.292222122459154,0.00235348826703393,0.6408525977329,0.741151255564027,0.305046759374786,0.757522666975277
15,0.0544076079929912,0.995672175831363,0.294129941999181,0.51666193304402,0.15644328343538,0.170968360824427,0.554481995552144,0.94349991794483,0.28650122774584,0.851041970740515
20,0.445753533354218,0.807040859285595,0.000670385407879339,0.675603567821048,0.539631467311355,0.672959714196412,0.197965984415645,0.143219929612048,0.657675026030718,0.643074947597293
77,0.518949794963808,0.262089895962247,0.759617434995778,0.289344455399661,0.0605761216527576,0.908968484536427,0.863908902455528,0.169893756062039,0.607270963631619,0.85356908725368
229,0.817172715670968,0.169502975408108,0.363422299833967,0.435300124306558,0.780852037379271,0.405657341613783,0.767905200188648,0.508103897178738,0.635867757011844,0.770465999677046
7149,0.859319392690991,0.902149714163974,0.0301323615798512,0.668902716051476,0.0523425860398325,0.967843322476955,0.168849632098546,0.76574305946352,0.0020603130433565,0.0920719121346844
159,0.0856572817850315,0.93448419932499,0.62885158296206,0.294306797079631,0.511689258436397,0.599117024870269,0.921582564921965,0.229552626789092,0.296195896341275,0.941107534790053
86,0.232162753559556,0.871531309853275,0.575718542211542,0.32830376562604,0.104144615254789,0.799133560208199,0.05552614567723,0.884551851054125,0.441847201298718,0.648800375937005
5932,0.328259955946154,0.855712094423046,0.608972205996301,0.397231307281783,0.211545986810649,0.0455947374584104,0.864818096965992,0.015594263641013,0.850012698439266,0.377597279028687
1478,0.732735471294672,0.048419895674737,0.0867460671065028,0.580883516036358,0.977545129046412,0.942670332312502,0.955793452329547,0.141615481747918,0.491889517307223,0.946096231406179
467,0.261655007012475,0.370797852993842,0.701553541112944,0.294298240460106,0.389174986828838,0.359324492806606,0.686857792631084,0.6874301324189,0.83057968213482,0.908896889942592
84,0.551524181059881,0.644961696678567,0.350001140067898,0.55600355925763,0.0460748243647403,0.58917069867121,0.5996729029718,0.610728846724295,0.21879540087113,0.5004204815031
4069,0.812520954846904,0.535578710831157,0.429065607413161,0.494556659774151,0.380466575187362,0.283479475684449,0.926476327633799,0.973370496860024,0.0398912110010556,0.377163098045805
1857,0.81216872935556,0.789004453905822,0.604013425316605,0.263401919130731,0.605068577155305,0.352848489343028,0.717289360823651,0.140320955403486,0.402659960244032,0.190608047803641
5865,0.425832513037278,0.84769272312563,0.773024179006961,0.108185913342291,0.967702519879936,0.410354254347804,0.510282916012939,0.382252527455548,0.609379769769093,0.8354851301785
4,0.141587874944143,0.720020333023134,0.782851142287679,0.0494641260893189,0.933176046695947,0.197720423370925,0.926154463383822,0.77800483350222,0.497799040909085,0.319317043569079
2,0.797280593332396,0.54778452961933,0.275482869408947,0.487542833857701,0.670931658663701,0.858540104304359,0.34549302453779,0.315341083280534,0.274778879428048,0.799170287043877
